,Year,Week,Team,TeamName,Opponent,Score,Opp_Score,Result
1469,2017,14,ERIC,OTR Cougars,BISCH,101.55,123.15,L
1470,2017,14,COLLIN,Cutthroat Clouds,FIELER,141.45,109.1,W
1471,2017,14,FIELER,Shady Lane Barn Dwellers,COLLIN,109.1,141.45,L
1472,2017,14,LOTH,Loaf City Ice Ninjas,RYAN,72.45,105.45,L
1473,2017,14,RYAN,Westside Murses,LOTH,105.45,72.45,W
1474,2017,14,MURPH,Wild Mike's Waitresses,JAMES,111.65,90.45,W
1475,2017,14,JAMES,The  Van Buren Boys,MURPH,90.45,111.65,L
1476,2017,14,HAMM,Hamilton Hammerheads,DUKE,132.65,116.9,W
1477,2017,14,DUKE,Duke's Full Moons,HAMM,116.9,132.65,L
1478,2017,14,CAP,Harbaugh Likes Nickelback,CRAIG,94.75,80.65,W
1479,2017,14,CRAIG,Carolina Cuck Lobsters,CAP,80.65,94.75,L
1480,2017,15,BISCH,The Feesh Tank,COLLIN,84.9,124.75,L
1481,2017,15,COLLIN,Cutthroat Clouds,BISCH,124.75,84.9,W
1482,2017,15,MURPH,Wild Mike's Waitresses,RYAN,118.0,79.45,W
1483,2017,15,RYAN,Westside Murses,MURPH,79.45,118.0,L
1484,2017,15,LOTH,Loaf City Ice Ninjas,FIELER,77.65,83.3,L
1485,2017,15,FIELER,Shady Lane Barn Dwellers,LOTH,83.3,77.65,W
1486,2017,15,JAMES,The  Van Buren Boys,ERIC,97.55,99.9,L
1487,2017,15,ERIC,OTR Cougars,JAMES,99.9,97.55,W
1488,2017,15,HAMM,Hamilton Hammerheads,CAP,120.05,80.9,W
1489,2017,15,CAP,Harbaugh Likes Nickelback,HAMM,80.9,120.05,L
1490,2017,15,DUKE,Duke's Full Moons,CRAIG,168.8,103.1,W
1491,2017,15,CRAIG,Carolina Cuck Lobsters,DUKE,103.1,168.8,L
1492,2017,16,MURPH,Wild Mike's Waitresses,COLLIN,107.9,127.45,L
1493,2017,16,COLLIN,Cutthroat Clouds,MURPH,127.45,107.9,W
1494,2017,16,BISCH,The Feesh Tank,RYAN,88.35,130.05,L
1495,2017,16,RYAN,Westside Murses,BISCH,130.05,88.35,W
1496,2017,16,FIELER,Shady Lane Barn Dwellers,ERIC,62.05,86.55,L
1497,2017,16,ERIC,OTR Cougars,FIELER,86.55,62.05,W
1498,2017,16,LOTH,Loaf City Ice Ninjas,JAMES,51.65,75.5,L
1499,2017,16,JAMES,The  Van Buren Boys,LOTH,75.5,51.65,W
1500,2017,16,HAMM,Hamilton Hammerheads,DUKE,85.05,98.7,L
1501,2017,16,DUKE,Duke's Full Moons,HAMM,98.7,85.05,W
1502,2017,16,CAP,Harbaugh Likes Nickelback,CRAIG,93.0,102.7,L
1503,2017,16,CRAIG,Carolina Cuck Lobsters,CAP,102.7,93.0,W
1504,2018,1,HAMM,Hamilton Hammerheads,BISCH,140.9,127.8,W
1505,2018,1,BISCH,Sons of Bisches,HAMM,127.8,140.9,L
1506,2018,1,ERIC,OTR Cougars,COLLIN,80.65,98.05,L
1507,2018,1,COLLIN,The Indy Indies,ERIC,98.05,80.65,W
1508,2018,1,LOTH,Barcode Ponies,JAMES,100.75,126.2,L
1509,2018,1,JAMES,The  Van Buren Boys,LOTH,126.2,100.75,W
1510,2018,1,CAP,BS LOVES MAX MORE,CRAIG,88.35,132.25,L
1511,2018,1,CRAIG,Carolina Rock Lobsters,CAP,132.25,88.35,W
1512,2018,1,FIELER,Shady Lane Barn Dwellers,MURPH,128.15,124.85,W
1513,2018,1,MURPH,Wild Mike's Waitresses,FIELER,124.85,128.15,L
1514,2018,1,RYAN,Westside Murses,DUKE,117.1,110.1,W
1515,2018,1,DUKE,Duke's Full Moons,RYAN,110.1,117.1,L
1516,2018,2,BISCH,Sons of Bisches,COLLIN,152.4,141.7,W
1517,2018,2,COLLIN,The Indy Indies,BISCH,141.7,152.4,L
1518,2018,2,JAMES,The  Van Buren Boys,HAMM,131.05,139.25,L
1519,2018,2,HAMM,Hamilton Hammerheads,JAMES,139.25,131.05,W
1520,2018,2,CRAIG,Carolina Rock Lobsters,ERIC,114.45,121.4,L
1521,2018,2,ERIC,OTR Cougars,CRAIG,121.4,114.45,W
1522,2018,2,MURPH,Wild Mike's Waitresses,LOTH,102.05,99.45,W
1523,2018,2,LOTH,Barcode Ponies,MURPH,99.45,102.05,L
1524,2018,2,DUKE,Duke's Full Moons,CAP,109.4,54.2,W
1525,2018,2,CAP,BS LOVES MAX MORE,DUKE,54.2,109.4,L
1526,2018,2,RYAN,Westside Murses,FIELER,110.2,88.8,W
1527,2018,2,FIELER,Shady Lane Barn Dwellers,RYAN,88.8,110.2,L
1528,2018,3,JAMES,The  Van Buren Boys,BISCH,112.45,90.9,W
1529,2018,3,BISCH,Sons of Bisches,JAMES,90.9,112.45,L
1530,2018,3,COLLIN,The Indy Indies,CRAIG,137.45,104.2,W
1531,2018,3,CRAIG,Carolina Rock Lobsters,COLLIN,104.2,137.45,L
1532,2018,3,HAMM,Hamilton Hammerheads,MURPH,101.7,136.05,L
1533,2018,3,MURPH,Wild Mike's Waitresses,HAMM,136.05,101.7,W
1534,2018,3,ERIC,OTR Cougars,DUKE,112.6,111.05,W
1535,2018,3,DUKE,Duke's Full Moons,ERIC,111.05,112.6,L
1536,2018,3,LOTH,Barcode Ponies,RYAN,92.7,106.8,L
1537,2018,3,RYAN,Westside Murses,LOTH,106.8,92.7,W
1538,2018,3,CAP,BS LOVES MAX MORE,FIELER,89.95,105.15,L
1539,2018,3,FIELER,Shady Lane Barn Dwellers,CAP,105.15,89.95,W
1540,2018,4,BISCH,Sons of Bisches,CRAIG,130.6,104.15,W
1541,2018,4,CRAIG,Carolina Rock Lobsters,BISCH,104.15,130.6,L
1542,2018,4,MURPH,Wild Mike's Waitresses,JAMES,127.55,135.7,L
1543,2018,4,JAMES,The  Van Buren Boys,MURPH,135.7,127.55,W
1544,2018,4,DUKE,Duke's Full Moons,COLLIN,129.45,113.9,W
1545,2018,4,COLLIN,The Indy Indies,DUKE,113.9,129.45,L
1546,2018,4,RYAN,Westside Murses,HAMM,65.3,113.55,L
1547,2018,4,HAMM,Hamilton Hammerheads,RYAN,113.55,65.3,W
1548,2018,4,FIELER,Shady Lane Barn Dwellers,ERIC,127.0,168.95,L
1549,2018,4,ERIC,OTR Cougars,FIELER,168.95,127.0,W
1550,2018,4,CAP,BS LOVES MAX MORE,LOTH,107.6,163.8,L
1551,2018,4,LOTH,Barcode Ponies,CAP,163.8,107.6,W
1552,2018,5,MURPH,Wild Mike's Waitresses,BISCH,82.65,135.35,L
1553,2018,5,BISCH,Sons of Bisches,MURPH,135.35,82.65,W
1554,2018,5,CRAIG,Carolina Rock Lobsters,DUKE,164.6,91.75,W
1555,2018,5,DUKE,Duke's Full Moons,CRAIG,91.75,164.6,L
1556,2018,5,JAMES,The  Van Buren Boys,RYAN,156.2,99.5,W
1557,2018,5,RYAN,Westside Murses,JAMES,99.5,156.2,L
1558,2018,5,COLLIN,The Indy Indies,FIELER,92.6,146.85,L
1559,2018,5,FIELER,Shady Lane Barn Dwellers,COLLIN,146.85,92.6,W
1560,2018,5,HAMM,Hamilton Hammerheads,CAP,105.25,83.35,W
1561,2018,5,CAP,BS LOVES MAX MORE,HAMM,83.35,105.25,L
1562,2018,5,ERIC,OTR Cougars,LOTH,90.65,90.35,W
1563,2018,5,LOTH,Barcode Ponies,ERIC,90.35,90.65,L
1564,2018,6,BISCH,Sons of Bisches,DUKE,195.1,77.75,W
1565,2018,6,DUKE,Duke's Full Moons,BISCH,77.75,195.1,L
1566,2018,6,RYAN,Westside Murses,MURPH,105.25,95.15,W
1567,2018,6,MURPH,Wild Mike's Waitresses,RYAN,95.15,105.25,L
1568,2018,6,FIELER,Shady Lane Barn Dwellers,CRAIG,99.1,115.65,L
1569,2018,6,CRAIG,Carolina Rock Lobsters,FIELER,115.65,99.1,W
1570,2018,6,CAP,BS LOVES MAX MORE,JAMES,123.3,161.85,L
1571,2018,6,JAMES,The  Van Buren Boys,CAP,161.85,123.3,W
1572,2018,6,LOTH,Barcode Ponies,COLLIN,100.95,95.75,W
1573,2018,6,COLLIN,The Indy Indies,LOTH,95.75,100.95,L
1574,2018,6,ERIC,OTR Cougars,HAMM,93.55,172.75,L
1575,2018,6,HAMM,Hamilton Hammerheads,ERIC,172.75,93.55,W
1576,2018,7,RYAN,Westside Murses,BISCH,123.4,118.8,W
1577,2018,7,BISCH,Sons of Bisches,RYAN,118.8,123.4,L
1578,2018,7,DUKE,Duke's Full Moons,FIELER,85.55,95.55,L
1579,2018,7,FIELER,Shady Lane Barn Dwellers,DUKE,95.55,85.55,W
1580,2018,7,MURPH,Wild Mike's Waitresses,CAP,140.85,74.7,W
1581,2018,7,CAP,BS LOVES MAX MORE,MURPH,74.7,140.85,L
1582,2018,7,CRAIG,Carolina Rock Lobsters,LOTH,82.2,125.45,L
1583,2018,7,LOTH,Barcode Ponies,CRAIG,125.45,82.2,W
1584,2018,7,JAMES,The  Van Buren Boys,ERIC,135.95,118.9,W
1585,2018,7,ERIC,OTR Cougars,JAMES,118.9,135.95,L
1586,2018,7,COLLIN,The Indy Indies,HAMM,122.85,113.9,W
1587,2018,7,HAMM,Hamilton Hammerheads,COLLIN,113.9,122.85,L
1588,2018,8,BISCH,Sons of Bisches,FIELER,134.45,70.4,W
1589,2018,8,FIELER,Shady Lane Barn Dwellers,BISCH,70.4,134.45,L
1590,2018,8,CAP,BS LOVES MAX MORE,RYAN,94.6,136.5,L
1591,2018,8,RYAN,Westside Murses,CAP,136.5,94.6,W
1592,2018,8,LOTH,Barcode Ponies,DUKE,129.65,137.55,L
1593,2018,8,DUKE,Duke's Full Moons,LOTH,137.55,129.65,W
1594,2018,8,ERIC,OTR Cougars,MURPH,102.85,137.25,L
1595,2018,8,MURPH,Wild Mike's Waitresses,ERIC,137.25,102.85,W
1596,2018,8,HAMM,Hamilton Hammerheads,CRAIG,99.4,107.6,L
1597,2018,8,CRAIG,Carolina Rock Lobsters,HAMM,107.6,99.4,W
1598,2018,8,COLLIN,The Indy Indies,JAMES,93.05,140.6,L
1599,2018,8,JAMES,The  Van Buren Boys,COLLIN,140.6,93.05,W
1600,2018,9,CAP,BS LOVES MAX MORE,BISCH,109.1,114.35,L
1601,2018,9,BISCH,Sons of Bisches,CAP,114.35,109.1,W
1602,2018,9,FIELER,Shady Lane Barn Dwellers,LOTH,70.1,119.25,L
1603,2018,9,LOTH,Barcode Ponies,FIELER,119.25,70.1,W
1604,2018,9,RYAN,Westside Murses,ERIC,150.15,125.25,W
1605,2018,9,ERIC,OTR Cougars,RYAN,125.25,150.15,L
1606,2018,9,DUKE,Duke's Full Moons,HAMM,124.15,100.45,W
1607,2018,9,HAMM,Hamilton Hammerheads,DUKE,100.45,124.15,L
1608,2018,9,MURPH,Wild Mike's Waitresses,COLLIN,127.4,129.95,L
1609,2018,9,COLLIN,The Indy Indies,MURPH,129.95,127.4,W
1610,2018,9,CRAIG,Carolina Rock Lobsters,JAMES,117.65,96.55,W
1611,2018,9,JAMES,The  Van Buren Boys,CRAIG,96.55,117.65,L
1612,2018,10,BISCH,Sons of Bisches,LOTH,153.15,126.05,W
1613,2018,10,LOTH,Barcode Ponies,BISCH,126.05,153.15,L
1614,2018,10,ERIC,OTR Cougars,CAP,88.5,92.6,L
1615,2018,10,CAP,BS LOVES MAX MORE,ERIC,92.6,88.5,W
1616,2018,10,HAMM,Hamilton Hammerheads,FIELER,112.45,132.0,L
1617,2018,10,FIELER,Shady Lane Barn Dwellers,HAMM,132.0,112.45,W
1618,2018,10,COLLIN,The Indy Indies,RYAN,77.9,133.15,L
1619,2018,10,RYAN,Westside Murses,COLLIN,133.15,77.9,W
1620,2018,10,JAMES,The  Van Buren Boys,DUKE,110.15,132.7,L
1621,2018,10,DUKE,Duke's Full Moons,JAMES,132.7,110.15,W
1622,2018,10,CRAIG,Carolina Rock Lobsters,MURPH,167.95,122.0,W
1623,2018,10,MURPH,Wild Mike's Waitresses,CRAIG,122.0,167.95,L
1624,2018,11,ERIC,OTR Cougars,BISCH,98.85,99.2,L
1625,2018,11,BISCH,Sons of Bisches,ERIC,99.2,98.85,W
1626,2018,11,LOTH,Barcode Ponies,HAMM,128.65,135.4,L
1627,2018,11,HAMM,Hamilton Hammerheads,LOTH,135.4,128.65,W
1628,2018,11,CAP,BS LOVES MAX MORE,COLLIN,62.9,136.9,L
1629,2018,11,COLLIN,The Indy Indies,CAP,136.9,62.9,W
1630,2018,11,FIELER,Shady Lane Barn Dwellers,JAMES,122.8,66.9,W
1631,2018,11,JAMES,The  Van Buren Boys,FIELER,66.9,122.8,L
1632,2018,11,RYAN,Westside Murses,CRAIG,125.65,177.75,L
1633,2018,11,CRAIG,Carolina Rock Lobsters,RYAN,177.75,125.65,W
1634,2018,11,DUKE,Duke's Full Moons,MURPH,92.6,111.35,L
1635,2018,11,MURPH,Wild Mike's Waitresses,DUKE,111.35,92.6,W
1636,2018,12,BISCH,Sons of Bisches,HAMM,129.2,120.7,W
1637,2018,12,HAMM,Hamilton Hammerheads,BISCH,120.7,129.2,L
1638,2018,12,COLLIN,The Indy Indies,ERIC,116.3,82.65,W
1639,2018,12,ERIC,OTR Cougars,COLLIN,82.65,116.3,L
1640,2018,12,JAMES,The  Van Buren Boys,LOTH,112.6,114.0,L
1641,2018,12,LOTH,Barcode Ponies,JAMES,114.0,112.6,W
1642,2018,12,CRAIG,Carolina Rock Lobsters,CAP,131.25,124.3,W
1643,2018,12,CAP,BS LOVES MAX MORE,CRAIG,124.3,131.25,L
1644,2018,12,MURPH,Wild Mike's Waitresses,FIELER,110.95,100.75,W
1645,2018,12,FIELER,Shady Lane Barn Dwellers,MURPH,100.75,110.95,L
1646,2018,12,DUKE,Duke's Full Moons,RYAN,113.4,148.75,L
1647,2018,12,RYAN,Westside Murses,DUKE,148.75,113.4,W
1648,2018,13,COLLIN,The Indy Indies,BISCH,83.15,115.45,L
1649,2018,13,BISCH,Sons of Bisches,COLLIN,115.45,83.15,W
1650,2018,13,HAMM,Hamilton Hammerheads,JAMES,119.2,139.65,L
1651,2018,13,JAMES,The  Van Buren Boys,HAMM,139.65,119.2,W
1652,2018,13,ERIC,OTR Cougars,CRAIG,70.85,96.3,L
1653,2018,13,CRAIG,Carolina Rock Lobsters,ERIC,96.3,70.85,W
1654,2018,13,LOTH,Barcode Ponies,MURPH,110.2,97.7,W
1655,2018,13,MURPH,Wild Mike's Waitresses,LOTH,97.7,110.2,L
1656,2018,13,CAP,BS LOVES MAX MORE,DUKE,102.5,87.2,W
1657,2018,13,DUKE,Duke's Full Moons,CAP,87.2,102.5,L
1658,2018,13,FIELER,Shady Lane Barn Dwellers,RYAN,102.25,118.85,L
1659,2018,13,RYAN,Westside Murses,FIELER,118.85,102.25,W
1660,2018,14,BISCH,Sons of Bisches,COLLIN,88.5,99.9,L
1661,2018,14,COLLIN,The Indy Indies,BISCH,99.9,88.5,W
1662,2018,14,JAMES,The  Van Buren Boys,HAMM,112.15,126.2,L
1663,2018,14,HAMM,Hamilton Hammerheads,JAMES,126.2,112.15,W
1664,2018,14,CRAIG,Carolina Rock Lobsters,MURPH,140.15,97.85,W
1665,2018,14,MURPH,Wild Mike's Waitresses,CRAIG,97.85,140.15,L
1666,2018,14,RYAN,Westside Murses,LOTH,93.0,136.75,L
1667,2018,14,LOTH,Barcode Ponies,RYAN,136.75,93.0,W
1668,2018,14,FIELER,Shady Lane Barn Dwellers,DUKE,129.0,126.15,W
1669,2018,14,DUKE,Duke's Full Moons,FIELER,126.15,129.0,L
1670,2018,14,ERIC,OTR Cougars,CAP,42.4,97.0,L
1671,2018,14,CAP,BS LOVES MAX MORE,ERIC,97.0,42.4,W
1672,2018,15,HAMM,Hamilton Hammerheads,COLLIN,78.35,113.35,L
1673,2018,15,COLLIN,The Indy Indies,HAMM,113.35,78.35,W
1674,2018,15,CRAIG,Carolina Rock Lobsters,LOTH,109.15,79.75,W
1675,2018,15,LOTH,Barcode Ponies,CRAIG,79.75,109.15,L
1676,2018,15,BISCH,Sons of Bisches,RYAN,83.3,103.45,L
1677,2018,15,RYAN,Westside Murses,BISCH,103.45,83.3,W
1678,2018,15,JAMES,The  Van Buren Boys,MURPH,87.95,62.0,W
1679,2018,15,MURPH,Wild Mike's Waitresses,JAMES,62.0,87.95,L
1680,2018,15,FIELER,Shady Lane Barn Dwellers,CAP,101.45,90.75,W
1681,2018,15,CAP,BS LOVES MAX MORE,FIELER,90.75,101.45,L
1682,2018,15,DUKE,Duke's Full Moons,ERIC,135.6,78.55,W
1683,2018,15,ERIC,OTR Cougars,DUKE,78.55,135.6,L
1684,2018,16,CRAIG,Carolina Rock Lobsters,COLLIN,106.3,121.5,L
1685,2018,16,COLLIN,The Indy Indies,CRAIG,121.5,106.3,W
1686,2018,16,HAMM,Hamilton Hammerheads,LOTH,94.65,120.7,L
1687,2018,16,LOTH,Barcode Ponies,HAMM,120.7,94.65,W
1688,2018,16,RYAN,Westside Murses,JAMES,95.25,98.4,L
1689,2018,16,JAMES,The  Van Buren Boys,RYAN,98.4,95.25,W
1690,2018,16,BISCH,Sons of Bisches,MURPH,131.3,101.05,W
1691,2018,16,MURPH,Wild Mike's Waitresses,BISCH,101.05,131.3,L
1692,2018,16,FIELER,Shady Lane Barn Dwellers,DUKE,121.45,151.5,L
1693,2018,16,DUKE,Duke's Full Moons,FIELER,151.5,121.45,W
1694,2018,16,ERIC,OTR Cougars,CAP,78.6,134.55,L
1695,2018,16,CAP,BS LOVES MAX MORE,ERIC,134.55,78.6,W
1696,2019,1,HAMM,Hammerheads  ,CAP,135.4,94.65,W
1697,2019,1,CAP,Comeback Story,HAMM,94.65,135.4,L
1698,2019,1,RYAN,Westside Murses,BISCH,184.9,105.75,W
1699,2019,1,BISCH,Sons of Bisches,RYAN,105.75,184.9,L
1700,2019,1,DUKE,Duke's Full Moons,JAMES,106.6,113.8,L
1701,2019,1,JAMES,The  Van Buren Boys,DUKE,113.8,106.6,W
1702,2019,1,MURPH,Wild Mike's Waitresses,LOTH,102.75,127.55,L
1703,2019,1,LOTH,Barcode Ponies,MURPH,127.55,102.75,W
1704,2019,1,FIELER,Shady Lane Barn Dwellers,CRAIG,115.35,100.5,W
1705,2019,1,CRAIG,Carolina Rock Lobsters,FIELER,100.5,115.35,L
1706,2019,1,ERIC,OTR Cougars,COLLIN,132.0,105.95,W
1707,2019,1,COLLIN,Vintage V-necks,ERIC,105.95,132.0,L
1708,2019,2,CAP,Comeback Story,BISCH,101.25,120.0,L
1709,2019,2,BISCH,Sons of Bisches,CAP,120.0,101.25,W
1710,2019,2,JAMES,The  Van Buren Boys,HAMM,147.95,138.3,W
1711,2019,2,HAMM,Hammerheads  ,JAMES,138.3,147.95,L
1712,2019,2,LOTH,Barcode Ponies,RYAN,100.35,76.15,W
1713,2019,2,RYAN,Westside Murses,LOTH,76.15,100.35,L
1714,2019,2,CRAIG,Carolina Rock Lobsters,DUKE,110.4,82.0,W
1715,2019,2,DUKE,Duke's Full Moons,CRAIG,82.0,110.4,L
1716,2019,2,COLLIN,Vintage V-necks,MURPH,75.85,106.0,L
1717,2019,2,MURPH,Wild Mike's Waitresses,COLLIN,106.0,75.85,W
1718,2019,2,ERIC,OTR Cougars,FIELER,113.5,78.35,W
1719,2019,2,FIELER,Shady Lane Barn Dwellers,ERIC,78.35,113.5,L
1720,2019,3,JAMES,The  Van Buren Boys,CAP,130.1,123.65,W
1721,2019,3,CAP,Comeback Story,JAMES,123.65,130.1,L
1722,2019,3,BISCH,Sons of Bisches,LOTH,142.9,95.35,W
1723,2019,3,LOTH,Barcode Ponies,BISCH,95.35,142.9,L
1724,2019,3,HAMM,Hammerheads  ,CRAIG,109.75,85.7,W
1725,2019,3,CRAIG,Carolina Rock Lobsters,HAMM,85.7,109.75,L
1726,2019,3,RYAN,Westside Murses,COLLIN,154.25,106.45,W
1727,2019,3,COLLIN,Vintage V-necks,RYAN,106.45,154.25,L
1728,2019,3,DUKE,Duke's Full Moons,ERIC,160.6,110.1,W
1729,2019,3,ERIC,OTR Cougars,DUKE,110.1,160.6,L
1730,2019,3,MURPH,Wild Mike's Waitresses,FIELER,142.05,84.9,W
1731,2019,3,FIELER,Shady Lane Barn Dwellers,MURPH,84.9,142.05,L
1732,2019,4,CAP,Comeback Story,LOTH,136.4,108.3,W
1733,2019,4,LOTH,Barcode Ponies,CAP,108.3,136.4,L
1734,2019,4,CRAIG,Carolina Rock Lobsters,JAMES,106.35,63.95,W
1735,2019,4,JAMES,The  Van Buren Boys,CRAIG,63.95,106.35,L
1736,2019,4,COLLIN,Vintage V-necks,BISCH,80.55,92.7,L
1737,2019,4,BISCH,Sons of Bisches,COLLIN,92.7,80.55,W
1738,2019,4,ERIC,OTR Cougars,HAMM,110.15,116.75,L
1739,2019,4,HAMM,Hammerheads  ,ERIC,116.75,110.15,W
1740,2019,4,FIELER,Shady Lane Barn Dwellers,RYAN,99.55,110.6,L
1741,2019,4,RYAN,Westside Murses,FIELER,110.6,99.55,W
1742,2019,4,MURPH,Wild Mike's Waitresses,DUKE,103.1,114.05,L
1743,2019,4,DUKE,Duke's Full Moons,MURPH,114.05,103.1,W
1744,2019,5,CRAIG,Carolina Rock Lobsters,CAP,116.1,90.2,W
1745,2019,5,CAP,Comeback Story,CRAIG,90.2,116.1,L
1746,2019,5,LOTH,Barcode Ponies,COLLIN,133.55,93.65,W
1747,2019,5,COLLIN,Vintage V-necks,LOTH,93.65,133.55,L
1748,2019,5,JAMES,The  Van Buren Boys,ERIC,102.15,112.15,L
1749,2019,5,ERIC,OTR Cougars,JAMES,112.15,102.15,W
1750,2019,5,BISCH,Sons of Bisches,FIELER,132.0,128.05,W
1751,2019,5,FIELER,Shady Lane Barn Dwellers,BISCH,128.05,132.0,L
1752,2019,5,HAMM,Hammerheads  ,MURPH,110.75,139.15,L
1753,2019,5,MURPH,Wild Mike's Waitresses,HAMM,139.15,110.75,W
1754,2019,5,RYAN,Westside Murses,DUKE,156.9,125.5,W
1755,2019,5,DUKE,Duke's Full Moons,RYAN,125.5,156.9,L
1756,2019,6,CAP,Comeback Story,COLLIN,75.15,109.5,L
1757,2019,6,COLLIN,Vintage V-necks,CAP,109.5,75.15,W
1758,2019,6,ERIC,OTR Cougars,CRAIG,84.3,115.0,L
1759,2019,6,CRAIG,Carolina Rock Lobsters,ERIC,115.0,84.3,W
1760,2019,6,FIELER,Shady Lane Barn Dwellers,LOTH,95.5,89.8,W
1761,2019,6,LOTH,Barcode Ponies,FIELER,89.8,95.5,L
1762,2019,6,MURPH,Wild Mike's Waitresses,JAMES,124.25,91.05,W
1763,2019,6,JAMES,The  Van Buren Boys,MURPH,91.05,124.25,L
1764,2019,6,DUKE,Duke's Full Moons,BISCH,107.4,137.55,L
1765,2019,6,BISCH,Sons of Bisches,DUKE,137.55,107.4,W
1766,2019,6,RYAN,Westside Murses,HAMM,125.4,115.1,W
1767,2019,6,HAMM,Hammerheads  ,RYAN,115.1,125.4,L
1768,2019,7,ERIC,OTR Cougars,CAP,105.55,117.45,L
1769,2019,7,CAP,Comeback Story,ERIC,117.45,105.55,W
1770,2019,7,COLLIN,Vintage V-necks,FIELER,83.8,88.95,L
1771,2019,7,FIELER,Shady Lane Barn Dwellers,COLLIN,88.95,83.8,W
1772,2019,7,CRAIG,Carolina Rock Lobsters,MURPH,83.95,121.55,L
1773,2019,7,MURPH,Wild Mike's Waitresses,CRAIG,121.55,83.95,W
1774,2019,7,LOTH,Barcode Ponies,DUKE,112.65,105.3,W
1775,2019,7,DUKE,Duke's Full Moons,LOTH,105.3,112.65,L
1776,2019,7,JAMES,The  Van Buren Boys,RYAN,70.1,48.8,W
1777,2019,7,RYAN,Westside Murses,JAMES,48.8,70.1,L
1778,2019,7,BISCH,Sons of Bisches,HAMM,112.25,129.25,L
1779,2019,7,HAMM,Hammerheads  ,BISCH,129.25,112.25,W
1780,2019,8,CAP,Comeback Story,FIELER,119.65,124.1,L
1781,2019,8,FIELER,Shady Lane Barn Dwellers,CAP,124.1,119.65,W
1782,2019,8,MURPH,Wild Mike's Waitresses,ERIC,118.15,99.4,W
1783,2019,8,ERIC,OTR Cougars,MURPH,99.4,118.15,L
1784,2019,8,DUKE,Duke's Full Moons,COLLIN,120.15,102.7,W
1785,2019,8,COLLIN,Vintage V-necks,DUKE,102.7,120.15,L
1786,2019,8,RYAN,Westside Murses,CRAIG,143.65,113.05,W
1787,2019,8,CRAIG,Carolina Rock Lobsters,RYAN,113.05,143.65,L
1788,2019,8,HAMM,Hammerheads  ,LOTH,119.05,68.4,W
1789,2019,8,LOTH,Barcode Ponies,HAMM,68.4,119.05,L
1790,2019,8,BISCH,Sons of Bisches,JAMES,162.3,102.15,W
1791,2019,8,JAMES,The  Van Buren Boys,BISCH,102.15,162.3,L
1792,2019,9,MURPH,Wild Mike's Waitresses,CAP,69.55,100.9,L
1793,2019,9,CAP,Comeback Story,MURPH,100.9,69.55,W
1794,2019,9,FIELER,Shady Lane Barn Dwellers,DUKE,111.05,158.35,L
1795,2019,9,DUKE,Duke's Full Moons,FIELER,158.35,111.05,W
1796,2019,9,ERIC,OTR Cougars,RYAN,90.95,129.85,L
1797,2019,9,RYAN,Westside Murses,ERIC,129.85,90.95,W
1798,2019,9,COLLIN,Vintage V-necks,HAMM,90.45,127.0,L
1799,2019,9,HAMM,Hammerheads  ,COLLIN,127.0,90.45,W
1800,2019,9,CRAIG,Carolina Rock Lobsters,BISCH,99.7,113.8,L
1801,2019,9,BISCH,Sons of Bisches,CRAIG,113.8,99.7,W
1802,2019,9,LOTH,Barcode Ponies,JAMES,113.55,117.15,L
1803,2019,9,JAMES,The  Van Buren Boys,LOTH,117.15,113.55,W
1804,2019,10,CAP,Comeback Story,DUKE,89.9,120.2,L
1805,2019,10,DUKE,Duke's Full Moons,CAP,120.2,89.9,W
1806,2019,10,RYAN,Westside Murses,MURPH,99.75,106.35,L
1807,2019,10,MURPH,Wild Mike's Waitresses,RYAN,106.35,99.75,W
1808,2019,10,HAMM,Hammerheads  ,FIELER,140.65,116.45,W
1809,2019,10,FIELER,Shady Lane Barn Dwellers,HAMM,116.45,140.65,L
1810,2019,10,BISCH,Sons of Bisches,ERIC,84.5,126.15,L
1811,2019,10,ERIC,OTR Cougars,BISCH,126.15,84.5,W
1812,2019,10,JAMES,The  Van Buren Boys,COLLIN,88.0,100.3,L
1813,2019,10,COLLIN,Vintage V-necks,JAMES,100.3,88.0,W
1814,2019,10,LOTH,Barcode Ponies,CRAIG,120.8,114.1,W
1815,2019,10,CRAIG,Carolina Rock Lobsters,LOTH,114.1,120.8,L
1816,2019,11,RYAN,Westside Murses,CAP,86.55,96.7,L
1817,2019,11,CAP,Comeback Story,RYAN,96.7,86.55,W
1818,2019,11,DUKE,Duke's Full Moons,HAMM,116.35,126.1,L
1819,2019,11,HAMM,Hammerheads  ,DUKE,126.1,116.35,W
1820,2019,11,MURPH,Wild Mike's Waitresses,BISCH,141.7,102.25,W
1821,2019,11,BISCH,Sons of Bisches,MURPH,102.25,141.7,L
1822,2019,11,FIELER,Shady Lane Barn Dwellers,JAMES,126.6,90.4,W
1823,2019,11,JAMES,The  Van Buren Boys,FIELER,90.4,126.6,L
1824,2019,11,ERIC,OTR Cougars,LOTH,101.9,92.8,W
1825,2019,11,LOTH,Barcode Ponies,ERIC,92.8,101.9,L
1826,2019,11,COLLIN,Vintage V-necks,CRAIG,98.4,97.05,W
1827,2019,11,CRAIG,Carolina Rock Lobsters,COLLIN,97.05,98.4,L
1828,2019,12,CAP,Comeback Story,HAMM,112.55,116.65,L
1829,2019,12,HAMM,Hammerheads  ,CAP,116.65,112.55,W
